id,Gender,Age,Height,Weight
1368,Male,21.052016000000002,1.69382,99.530971
1369,Female,18.078256,1.622999,82.403076
1370,Female,18.063582,1.633675,82.459577
1371,Male,20.418832000000002,1.8366689999999999,105.257543
1372,Male,20.580984,1.798354,103.70541800000001
1373,Male,26.032416,1.824432,105.131956
1374,Male,25.955361,1.830384,105.47931299999999
1375,Male,26.015448000000003,1.829907,105.436173
1376,Male,25.920738,1.823755,105.80015800000001
1377,Male,29.633715000000002,1.8348419999999999,105.19936000000001
1378,Male,32.895637,1.7839009999999997,103.771371
1379,Male,38.748307000000004,1.7820669999999998,103.586342
1380,Male,39.685846000000005,1.781032,96.303855
1381,Female,33.226808,1.557943,77.647716
1382,Female,26.220065,1.560258,78.43590400000001
1383,Female,23.090215,1.596586,80.72619499999999
1384,Female,24.565628,1.62093,81.718232
1385,Female,42.586285,1.571417,81.918809
1386,Female,43.719395,1.584322,80.986496
1387,Female,43.37634,1.582523,81.919454
1388,Female,39.648946,1.572791,80.086524
1389,Female,22.693989000000002,1.627908,82.0
1390,Female,22.676243,1.620938,82.283185
1391,Female,22.804818,1.613119,82.636162
1392,Female,22.857123,1.62686,82.410189
1393,Male,23.096353,1.7281830000000002,97.959899
1394,Male,22.815416,1.732694,98.44113
1395,Female,21.02064,1.65,88.129437
1396,Female,21.001458,1.65,88.026943
1397,Female,22.87795,1.66913,86.002736
1398,Female,22.847618,1.669136,85.56838499999999
1399,Female,23.0,1.611058,84.191125
1400,Female,23.0,1.649736,84.134712
1401,Female,39.129290999999995,1.532643,77.550345
1402,Female,37.441044,1.5242930000000001,76.202761
1403,Male,22.969366,1.701634,95.0
1404,Male,22.735328,1.7239209999999998,94.743892
1405,Male,23.32471,1.769484,96.078462
1406,Male,23.668136999999998,1.7774159999999999,97.84240600000001
1407,Female,21.895468,1.6445599999999998,88.119139
1408,Female,21.3928,1.6411490000000002,88.079177
1409,Female,18.178076,1.6428919999999998,82.144405
1410,Female,18.907514000000003,1.65,82.01831
1411,Male,26.011928,1.777251,106.452367
1412,Male,25.696735999999998,1.8146959999999999,107.55963
1413,Female,40.466313,1.559005,77.601483
1414,Female,38.445147999999996,1.556028,77.684229
1415,Male,24.473062,1.6537509999999997,91.204753
1416,Male,23.479181,1.6801709999999999,91.068054
1417,Female,38.397463,1.552648,80.0
1418,Female,37.974483,1.560215,80.0
1419,Male,31.783524,1.672959,90.0
1420,Male,29.681308,1.6800580000000003,89.994351
1421,Male,21.587743,1.664752,94.256547
1422,Male,21.746113,1.668553,94.454394
1423,Male,39.569004,1.7852860000000002,100.431625
1424,Male,36.67933,1.780725,98.79016700000001
1425,Male,22.927011,1.7510459999999999,95.285898
1426,Male,23.329344,1.751365,95.290429
1427,Male,22.126325,1.7172619999999998,98.57915600000001
1428,Male,21.679157999999997,1.741393,98.182498
1429,Male,36.673882,1.7921,101.285765
1430,Male,37.936044,1.785957,99.199287
1431,Female,22.226815,1.609068,83.785312
1432,Female,22.538932,1.603963,82.012637
1433,Female,22.307413,1.6054950000000001,82.528575
1434,Female,22.362876999999997,1.6071819999999999,82.368441
1435,Female,22.899739999999998,1.661715,82.595793
1436,Female,22.997168,1.6557419999999998,82.46376
1437,Female,38.895069,1.5492569999999999,80.0
1438,Female,40.789528999999995,1.549748,80.0
1439,Female,40.654154999999996,1.52906,79.760922
1440,Female,38.542937,1.517248,79.843221
1441,Male,25.95383,1.6573099999999998,90.0
1442,Male,26.826960999999997,1.673287,90.0
1443,Female,23.803904,1.5815270000000001,78.089575
1444,Female,23.652435,1.562724,80.535698
1445,Male,20.677104999999997,1.781251,102.950929
1446,Male,21.797388,1.775584,103.605896
1447,Male,22.719385,1.746645,96.875502
1448,Male,22.177099,1.741353,96.738014
1449,Female,23.099906,1.571812,78.997166
1450,Female,24.17851,1.589027,80.553067
1451,Male,20.924808,1.803245,105.68609099999999
1452,Male,20.975973,1.792646,105.619143
1453,Male,21.856301000000002,1.87199,115.627554
1454,Male,18.140751,1.859056,111.235188
1455,Female,18.0,1.6922419999999998,90.019501
1456,Female,18.0,1.683,90.924208
1457,Female,20.206357999999998,1.7383970000000002,93.890682
1458,Female,18.152876000000003,1.694969,92.508122
1459,Male,22.336216,1.7857180000000001,105.05568600000001
1460,Male,23.0,1.7425,105.02866499999999
1461,Male,22.088059,1.803132,106.32956899999999
1462,Male,23.0,1.7746439999999999,105.966894
1463,Male,20.993067,1.7822689999999999,104.97003000000001
1464,Male,20.654752,1.780791,102.92121800000001
1465,Male,21.624551999999998,1.7901509999999998,106.32068600000001
1466,Male,21.682636,1.818641,105.496975
1467,Male,18.0,1.806827,108.82939499999999
1468,Male,18.0,1.811189,108.800964
1469,Male,18.0,1.811738,108.897324
1470,Male,18.0,1.799779,108.934574
1471,Female,19.374207000000002,1.6326049999999999,82.0
1472,Female,19.275686999999998,1.623377,82.851318
1473,Female,22.956845,1.618686,81.281578
1474,Female,22.829681,1.616085,82.582954
1475,Male,22.200779,1.7693279999999998,105.000576
1476,Male,21.688557,1.807029,105.696358
1477,Male,20.803186,1.8825330000000002,117.468516
1478,Male,19.515324,1.879144,112.932984
1479,Male,21.962219,1.9312630000000002,118.20313
1480,Male,20.534089,1.861358,115.39792
1481,Female,39.29266,1.567131,80.0
1482,Female,37.872971,1.565366,80.0
1483,Female,37.613378000000004,1.5160069999999999,77.033049
1484,Female,37.471683,1.5498120000000002,76.08251700000001
1485,Male,18.611197,1.714143,96.568814
1486,Male,17.412629000000003,1.723191,97.35036600000001
1487,Female,39.12631,1.562889,76.65949
1488,Female,37.063598999999996,1.502609,75.279605
1489,Female,41.318302,1.544937,77.05394799999999
1490,Female,43.726081,1.592316,77.00103
1491,Male,18.0,1.7877330000000002,108.01921100000001
1492,Male,18.0,1.7827220000000001,108.04431299999999
1493,Male,18.0,1.797523,108.31646200000002
1494,Male,18.0,1.803527,108.251044
1495,Male,29.409825,1.8012240000000002,108.15619
1496,Male,28.421533,1.8292389999999998,107.10819
1497,Female,18.0,1.6929130000000001,89.93889
1498,Female,18.0,1.668555,85.607466
1499,Male,23.246702,1.652971,93.310284
1500,Male,24.481032,1.6612770000000001,90.74496500000001
1501,Male,29.0,1.641784,89.424947
1502,Male,27.968765,1.6737669999999998,89.99503399999999
1503,Female,18.024744000000002,1.617192,83.121811
1504,Female,18.106820000000003,1.6021290000000001,82.412665
1505,Male,21.379676,1.701413,96.710735
1506,Male,21.353237,1.7097310000000001,95.032177
1507,Male,20.338815,1.6988290000000001,98.572753
1508,Male,20.720639000000002,1.7053040000000002,99.873716
1509,Female,19.045357,1.61291,82.193405
1510,Female,18.945960999999997,1.605469,82.039
1511,Male,18.88061,1.8041599999999998,104.40682
1512,Male,19.850524,1.785062,104.187314
1513,Male,30.200946000000002,1.7559259999999999,112.289883
1514,Male,25.314589,1.7878020000000001,115.12766200000002
1515,Male,37.186795000000004,1.704877,107.94747
1516,Male,32.707653,1.6953470000000002,102.810704
1517,Male,27.562425,1.908608,128.828122
1518,Male,30.421596,1.8192959999999998,122.13791699999999
1519,Male,26.945139,1.773259,118.15434499999999
1520,Male,34.139453,1.774647,120.151967
1521,Male,26.225441999999997,1.773664,116.160329
1522,Male,28.363149,1.7934759999999998,112.72500500000001
1523,Male,27.991467,1.82559,120.860386
1524,Male,25.498751000000002,1.885543,121.253083
1525,Male,30.605225,1.75,120.0
1526,Male,31.457413,1.8740700000000001,128.867444
1527,Male,24.82929,1.7559669999999998,112.256165
1528,Male,24.739421,1.7570689999999998,117.29823300000001
1529,Male,41.0,1.75,116.594351
1530,Male,27.83173,1.7040279999999999,101.634313
1531,Male,23.260061,1.849003,121.414744
1532,Male,22.705772,1.8419889999999999,122.02495400000001
1533,Male,24.041043,1.613491,98.49076600000001
1534,Male,20.013906,1.647821,106.509947
1535,Male,30.020190000000003,1.7583400000000002,112.010504
1536,Male,25.15462,1.758398,112.089022
1537,Male,30.870724,1.6707740000000002,101.626189
1538,Male,28.712995000000003,1.6655849999999999,98.66176
1539,Male,30.710511,1.9141860000000002,129.852531
1540,Male,29.827481,1.899588,124.269251
1541,Male,31.86893,1.75,118.102897
1542,Male,36.542885,1.75,119.43464499999999
1543,Male,21.556361,1.773664,116.160329
1544,Male,23.963649,1.7929979999999999,116.10261499999999
1545,Male,24.145295,1.82559,120.860386
1546,Male,25.2984,1.827279,120.996074
1547,Male,31.755387,1.7754159999999999,121.204668
1548,Male,30.62865,1.766975,118.363376
1549,Male,23.454558,1.754218,117.384745
1550,Male,23.432226999999997,1.754996,119.087557
1551,Male,40.500209999999996,1.748103,108.30811200000001
1552,Male,34.576714,1.73325,103.669116
1553,Male,22.276969,1.84995,121.78648500000001
1554,Male,21.963787,1.8496009999999998,122.333425
1555,Male,24.001685000000002,1.606066,99.961731
1556,Male,20.027764,1.611434,103.175516
1557,Male,28.704462,1.7628869999999999,113.90198000000001
1558,Male,26.774115000000002,1.755938,112.287678
1559,Male,25.539410999999998,1.787052,115.428276
1560,Male,25.300207999999998,1.7652580000000002,114.330023
1561,Male,31.194458,1.7262790000000001,110.71471100000001
1562,Male,40.794057,1.7358509999999998,109.889334
1563,Male,33.55336,1.699793,103.841672
1564,Male,30.304203,1.703202,103.0344
1565,Male,30.958051,1.9068209999999999,128.856677
1566,Male,29.429687,1.910987,129.935666
1567,Male,30.520853999999996,1.7840490000000002,120.644178
1568,Male,30.610436,1.783914,120.54959199999999
1569,Male,26.740655,1.8638830000000002,120.202596
1570,Male,26.680376000000003,1.812259,118.277657
1571,Male,37.056193,1.75015,118.206565
1572,Male,28.825279,1.815347,120.399758
1573,Male,25.883748999999998,1.767077,114.133149
1574,Male,25.486521,1.762461,115.531622
1575,Male,29.883021000000003,1.779049,112.43850800000001
1576,Male,26.957645,1.780731,112.957922
1577,Male,26.490926,1.8725169999999998,120.898397
1578,Male,27.558801000000003,1.8012240000000002,119.050381
1579,Male,22.908879000000002,1.876898,121.277832
1580,Male,24.201622,1.77558,120.58941899999999
1581,Male,31.689773,1.7656900000000002,120.08294099999999
1582,Male,30.242596999999996,1.7597720000000001,118.38236100000002
1583,Male,31.346845000000002,1.823545,126.460936
1584,Male,30.577343,1.868923,125.064264
1585,Male,25.124595000000003,1.77151,113.207124
1586,Male,25.509034,1.7721900000000002,114.097656
1587,Male,25.478662,1.858265,117.57457
1588,Male,25.100513,1.830596,118.42415600000001
1589,Male,38.523646,1.765836,118.53324599999999
1590,Male,38.71216,1.7702779999999998,117.29188
1591,Male,25.717522,1.673491,103.706181
1592,Male,32.259623,1.7033459999999998,102.686239
1593,Male,23.47007,1.8429060000000002,121.14253500000001
1594,Male,24.408804999999997,1.7795470000000002,118.740035
1595,Male,24.443011,1.873368,121.82961999999999
1596,Male,22.906342000000002,1.755902,120.021161
1597,Male,24.007488000000002,1.6176549999999998,100.941357
1598,Male,30.686701,1.6445169999999998,100.004418
1599,Male,20.184451,1.701284,104.578255
1600,Male,25.447208,1.6589099999999999,104.548794
1601,Male,30.002028999999997,1.759324,112.000381
1602,Male,30.188303,1.758382,112.10073999999999
1603,Male,24.244029,1.6222969999999999,99.982541
1604,Male,24.521879000000002,1.623278,97.582959
1605,Male,29.721964,1.918859,129.991623
1606,Male,29.906575,1.913252,129.232216
1607,Male,37.084742,1.75,118.07381000000001
1608,Male,39.08886,1.75,119.029103
1609,Male,22.658572,1.784994,113.71452099999999
1610,Male,22.889098999999998,1.7925330000000002,116.157766
1611,Male,24.63474,1.829757,120.980508
1612,Male,24.920362,1.796415,120.988454
1613,Male,31.783845,1.75,120.0
1614,Male,31.627962,1.762389,118.54873300000001
1615,Male,22.976188,1.825718,121.236915
1616,Male,22.977357,1.8396990000000002,120.431551
1617,Male,40.973007,1.7494049999999999,109.90877900000001
1618,Male,41.0,1.75,115.806977
1619,Male,21.721507,1.849998,122.11968200000001
1620,Male,21.544554,1.84998,122.60991100000001
1621,Male,24.000307,1.607939,100.618239
1622,Male,24.0409,1.603226,99.605527
1623,Male,29.509151,1.770663,112.47111799999999
1624,Male,29.246269,1.7580380000000002,112.39530900000001
1625,Male,25.341399,1.7869970000000002,115.025361
1626,Male,25.314163,1.7718369999999999,114.906095
1627,Male,40.366238,1.7223959999999998,109.349025
1628,Male,33.749594,1.701387,107.025415
1629,Male,32.867331,1.6974209999999998,103.017623
1630,Male,30.403205,1.6963650000000001,102.815983
1631,Male,29.687488000000002,1.909198,129.679131
1632,Male,28.992809,1.9091049999999998,129.874864
1633,Male,30.475247999999997,1.801368,121.09425700000001
1634,Male,30.350516,1.8602919999999998,123.721352
1635,Male,26.684354,1.819535,118.33268899999999
1636,Male,26.607478000000004,1.7931740000000003,118.16508200000001
1637,Male,33.174147,1.75015,118.29958500000001
1638,Male,32.29016,1.7549560000000002,120.09881200000001
1639,Male,26.050109,1.7731150000000002,115.089316
1640,Male,25.846279,1.772731,115.828167
1641,Male,29.620095000000003,1.7879330000000002,112.536367
1642,Male,27.439056,1.785277,112.740797
1643,Male,28.493396999999998,1.8175720000000002,120.8158
1644,Male,27.474245,1.84342,120.420406
1645,Male,25.036269,1.8745189999999998,121.244969
1646,Male,24.825398,1.796332,120.901591
1647,Male,30.493946,1.7562209999999998,119.117122
1648,Male,30.607546000000003,1.757132,118.565568
1649,Male,31.194322999999997,1.8891040000000001,129.157346
1650,Male,31.36347,1.8693229999999998,127.507411
1651,Male,25.027254,1.757154,112.20081200000001
1652,Male,25.058566,1.764484,113.234349
1653,Male,24.417552,1.774775,117.398976
1654,Male,24.5822,1.7699330000000002,117.70870500000001
1655,Male,40.106145,1.760175,117.651046
1656,Male,40.174191,1.7630290000000002,116.97450400000001
1657,Male,27.186873,1.679515,102.87280200000001
1658,Male,30.424369,1.699354,100.176866
1659,Male,23.141402,1.849307,121.65872900000001
1660,Male,24.178638,1.8674099999999998,121.68431100000001
1661,Male,22.832105,1.8671400000000002,121.83588300000001
1662,Male,23.083621,1.848553,121.421121
1663,Male,24.079971,1.61981,98.54302
1664,Male,26.947785999999997,1.647807,99.592225
1665,Male,20.101026,1.6191280000000001,104.30371099999999
1666,Male,22.789402,1.6418700000000002,104.270062
1667,Male,28.404332,1.787379,112.173731
1668,Male,30.003358000000002,1.758355,112.007101
1669,Male,25.136116,1.76414,113.089716
1670,Male,25.139466,1.7671860000000001,112.226032
1671,Male,31.743821,1.67782,102.02205699999999
1672,Male,30.796262,1.668478,100.543983
1673,Male,28.393110999999998,1.6854619999999998,99.540122
1674,Male,27.93982,1.6946419999999998,99.709329
1675,Male,31.034091999999998,1.886109,129.349471
1676,Male,30.684347,1.915,129.966428
1677,Male,30.108216,1.841908,124.07071699999999
1678,Male,31.347496999999997,1.868127,123.172214
1679,Male,31.761799,1.7516880000000001,119.205308
1680,Male,30.976932,1.7553330000000003,118.23778200000001
1681,Male,37.588628,1.754217,117.8972
1682,Male,37.997912,1.7607099999999998,118.668332
1683,Male,21.6548,1.755938,116.31196200000001
1684,Male,22.829753,1.765137,116.66990600000001
1685,Male,25.015173,1.788239,115.38251899999999
1686,Male,23.812795,1.767121,116.164351
1687,Male,23.975685000000002,1.840039,120.975489
1688,Male,24.149036,1.8249009999999999,120.80571499999999
1689,Male,25.062942,1.8283909999999999,120.99826599999999
1690,Male,25.140074,1.8295290000000002,120.996581
1691,Male,30.722801,1.779325,120.75165600000001
1692,Male,30.916426,1.781139,120.79453500000001
1693,Male,31.010302000000003,1.764166,119.373019
1694,Male,30.605464,1.754796,118.80593700000001
1695,Male,24.622054000000002,1.756509,117.36871599999999
1696,Male,23.745832999999998,1.7567720000000002,117.326523
1697,Male,23.327835999999998,1.7544389999999999,119.441207
1698,Male,23.411141,1.7551419999999998,119.192922
1699,Male,39.825592,1.706741,108.012603
1700,Male,36.839760999999996,1.74285,106.42104199999999
1701,Male,33.789301,1.6811,102.523111
1702,Male,34.161998,1.705682,103.067766
1703,Male,22.580038000000002,1.849507,121.560938
1704,Male,22.851720999999998,1.853373,121.73783600000002
1705,Male,23.254934,1.84753,122.06261
1706,Male,22.343204,1.8703400000000001,121.45823200000001
1707,Male,24.006270999999998,1.607787,100.783434
1708,Male,24.001196,1.603091,100.209405
1709,Male,20.156664000000003,1.620109,103.393354
1710,Male,23.360307000000002,1.610647,100.642257
1711,Male,28.986237,1.758618,113.501549
1712,Male,29.713169,1.763259,113.215814
1713,Male,27.394122999999997,1.7641380000000002,112.323213
1714,Male,24.912254,1.75596,112.27756699999999
1715,Male,25.526746,1.783381,115.347176
1716,Male,25.523127,1.786532,114.534678
1717,Male,25.822348,1.7666259999999998,114.187096
1718,Male,25.879410999999998,1.765464,114.144378
1719,Male,30.361365000000003,1.75853,111.63546299999999
1720,Male,30.451173999999998,1.7585389999999999,111.95041299999998
1721,Male,40.564513,1.748015,109.75873600000001
1722,Male,40.501721999999994,1.7449740000000002,111.169678
1723,Male,30.315784000000004,1.701566,103.743534
1724,Male,33.293166,1.6964119999999998,103.250355
1725,Male,30.638944,1.680489,102.004554
1726,Male,29.791101,1.7033169999999997,102.592171
1727,Male,31.205668,1.877732,127.161381
1728,Male,30.899219,1.9096389999999999,129.013178
1729,Male,29.669219000000002,1.909188,129.19449
1730,Male,30.595632000000002,1.9106720000000001,129.232708
1731,Male,30.554956,1.779136,120.60094
1732,Male,31.571392,1.7674849999999998,120.158049
1733,Male,30.577944,1.783953,120.613561
1734,Male,30.717727000000004,1.7671400000000002,120.344402
1735,Male,26.734476,1.816197,119.62276399999999
1736,Male,26.699316999999997,1.839941,119.95665100000001
1737,Male,25.659092,1.8484200000000002,117.631707
1738,Male,26.348156,1.8303169999999997,117.75701000000001
1739,Male,37.638102,1.750085,118.11418400000001
1740,Male,37.765356,1.763582,117.86158999999999
1741,Male,28.255198999999998,1.8165470000000001,120.699119
1742,Male,27.931432,1.805445,119.484614
1743,Male,25.492855,1.7701240000000003,114.163921
1744,Male,25.550506,1.7727400000000002,114.254278
1745,Male,25.542454,1.7632150000000002,115.10813
1746,Male,25.758307000000002,1.766547,115.45845
1747,Male,29.981494,1.7731810000000001,112.348722
1748,Male,29.891472999999998,1.76003,112.40919099999999
1749,Male,26.778684000000002,1.780089,113.15463999999999
1750,Male,28.377958000000003,1.766946,113.23553799999999
1751,Male,26.199320999999998,1.8851189999999998,121.06505200000001
1752,Male,27.266287,1.8282759999999998,120.872294
1753,Male,27.635029,1.806227,120.42356699999999
1754,Male,26.899886,1.812919,119.84144599999999
1755,Male,22.758998000000002,1.8597169999999998,121.28453300000001
1756,Male,22.771001000000002,1.86516,121.527369
1757,Male,23.826684,1.783609,120.921535
1758,Male,24.186273,1.794827,120.919703
1759,Male,30.945369,1.7596470000000002,120.00939199999999
1760,Male,31.490699,1.773521,120.20971100000001
1761,Male,31.56724,1.753327,118.26568999999999
1762,Male,30.444081,1.761068,118.370628
1763,Male,31.199261,1.848845,125.077863
1764,Male,31.190219,1.842812,125.973927
1765,Male,30.575349,1.825449,124.95278
1766,Male,30.702559,1.86198,126.41841299999999
1767,Male,25.057878,1.763987,113.069667
1768,Male,25.151286,1.7615189999999998,112.835195
1769,Male,25.137087,1.772045,114.06793600000002
1770,Male,25.3292,1.7718169999999998,114.00483200000001
1771,Male,25.66668,1.7985799999999998,117.93328999999999
1772,Male,25.01277,1.788586,117.849351
1773,Male,25.047945000000002,1.803207,118.33296599999998
1774,Male,25.426457,1.8365919999999998,118.377601
1775,Male,37.207082,1.762921,118.40173999999999
1776,Male,38.108940000000004,1.752863,119.20146499999998
1777,Male,38.644441,1.7682349999999998,117.79226799999999
1778,Male,38.112989,1.766888,118.13489799999999
1779,Male,24.825393,1.603501,101.038263
1780,Male,26.624342,1.690262,103.180918
1781,Male,33.722449,1.712905,103.276087
1782,Male,32.516469,1.6957349999999998,102.784864
1783,Male,23.881938,1.829971,121.04172
1784,Male,23.319635,1.8462900000000002,121.24803500000002
1785,Male,23.912387,1.7749830000000002,119.081804
1786,Male,24.982997,1.78968,118.43616599999999
1787,Male,24.511445000000002,1.8526639999999999,121.31025700000001
1788,Male,24.05331,1.8725610000000001,121.47107700000001
1789,Male,22.906886,1.81955,120.77543899999999
1790,Male,23.147644,1.8155139999999999,120.33766399999999
1791,Male,24.001889000000002,1.614075,100.245302
1792,Male,24.002404000000002,1.609418,100.078367
1793,Male,30.715159999999997,1.650189,101.141277
1794,Male,30.642429999999997,1.653876,102.583895
1795,Male,20.068432,1.657132,105.580491
1796,Male,20.914366,1.6447509999999999,101.067988
1797,Male,25.512048,1.6607610000000002,104.321463
1798,Male,26.844812,1.6915099999999998,102.59518
1799,Female,25.919241,1.6114620000000002,102.093223
1800,Female,26.0,1.584782,105.05559699999999
1801,Female,18.233541,1.7923779999999998,137.85973700000002
1802,Female,18.147705,1.802257,149.935848
1803,Female,26.0,1.65632,111.93301000000001
1804,Female,26.0,1.600762,105.448264
1805,Female,25.902282999999997,1.6786580000000002,104.954834
1806,Female,25.540865,1.6782009999999998,109.900472
1807,Female,22.39251,1.65563,121.20517099999999
1808,Female,21.305401999999997,1.694952,133.76473000000001
1809,Female,26.0,1.622771,109.95971399999999
1810,Female,26.0,1.5838889999999999,110.545378
1811,Female,21.334585,1.7290450000000002,131.529267
1812,Female,22.978655,1.664622,114.465425
1813,Female,21.01245,1.747773,127.90284399999999
1814,Female,21.056059,1.730113,152.09436200000002
1815,Female,18.771001000000002,1.746652,133.800129
1816,Female,24.265943,1.7193650000000003,114.511537
1817,Female,26.0,1.632377,111.946655
1818,Female,26.0,1.6425720000000001,111.868169
1819,Female,25.967010000000002,1.654875,104.758713
1820,Female,26.0,1.627567,107.482662
1821,Female,20.590046,1.736276,130.92713799999999
1822,Female,24.497373,1.7370560000000002,132.52701100000002
1823,Female,25.991885999999997,1.580968,102.003378
1824,Female,25.908431,1.6071280000000001,103.02685799999999
1825,Female,18.177882,1.821566,142.102468
1826,Female,18.112503,1.8277299999999999,152.720545
1827,Female,26.0,1.656504,111.993054
1828,Female,26.0,1.637725,111.20896299999998
1829,Female,25.902282999999997,1.6697009999999999,104.58578299999999
1830,Female,25.540865,1.668709,104.754958
1831,Female,20.520992,1.6686419999999997,124.70478100000001
1832,Female,20.871153,1.6906139999999998,129.769141
1833,Female,26.0,1.6224180000000001,110.67634299999999
1834,Female,26.0,1.643332,110.824698
1835,Female,21.768834,1.7333830000000001,135.524857
1836,Female,20.891491000000002,1.748313,133.573787
1837,Female,20.941943,1.812963,138.730619
1838,Female,20.989016,1.8073400000000002,155.872093
1839,Female,18.367481,1.745644,133.66558700000002
1840,Female,21.051107000000002,1.753266,133.852432
1841,Female,26.0,1.632193,111.88661100000002
1842,Female,26.0,1.641098,111.818345
1843,Female,25.998646,1.640741,104.808542
1844,Female,26.0,1.618573,104.928643
1845,Female,22.846357,1.7574419999999997,133.365094
1846,Female,19.885655,1.763343,133.952675
1847,Female,25.930376000000003,1.6100860000000001,102.38745
1848,Female,25.897814999999998,1.664463,102.781971
1849,Female,26.0,1.602025,104.899348
1850,Female,25.968792,1.632896,104.988925
1851,Female,18.335019,1.771043,137.044959
1852,Female,21.700748,1.789555,137.767787
1853,Female,18.222535999999998,1.8017459999999998,141.16626499999998
1854,Female,20.3756,1.787195,151.975864
1855,Female,26.0,1.644141,111.942544
1856,Female,26.0,1.643355,111.600553
1857,Female,26.0,1.623707,105.03746299999999
1858,Female,26.0,1.610636,105.42353200000001
1859,Female,25.943827,1.629491,104.83906800000001
1860,Female,25.291974,1.684768,104.821175
1861,Female,25.653233,1.66494,110.92217
1862,Female,25.783865,1.655646,110.21734
1863,Female,19.17614,1.666194,124.80586799999999
1864,Female,21.207423000000002,1.7075080000000002,121.864326
1865,Female,21.633056,1.7541740000000001,133.783955
1866,Female,21.009596,1.714193,131.866734
1867,Female,26.0,1.62439,110.00863600000001
1868,Female,26.0,1.638836,110.970479
1869,Female,26.0,1.621245,111.267334
1870,Female,25.954511,1.623514,109.980145
1871,Female,21.001969,1.736215,132.145549
1872,Female,21.772251,1.732951,132.904884
1873,Female,23.76197,1.69135,114.480696
1874,Female,24.449655,1.635062,113.27738799999999
1875,Female,18.378203,1.746061,128.261402
1876,Female,19.725718,1.746529,129.36377099999999
1877,Female,21.344018,1.746516,144.30226100000002
1878,Female,21.322097,1.751118,149.291106
1879,Female,19.262934,1.7410139999999998,132.57927
1880,Female,21.566815,1.7485330000000001,133.94608
1881,Female,24.475242,1.6947259999999997,112.77661200000001
1882,Female,25.612462,1.6745150000000002,112.87966200000001
1883,Female,26.0,1.631332,111.82995700000001
1884,Female,26.0,1.641918,111.86899
1885,Female,26.0,1.640125,111.53949399999999
1886,Female,26.0,1.6491779999999998,111.91436100000001
1887,Female,25.96773,1.603404,105.031908
1888,Female,25.989938000000002,1.6441990000000002,105.036075
1889,Female,26.0,1.628909,106.875927
1890,Female,25.617227,1.628019,108.265922
1891,Female,21.030909,1.7181799999999998,133.466763
1892,Female,20.951083999999998,1.7085810000000001,131.274851
1893,Female,22.980221,1.7249830000000002,132.94066
1894,Female,23.426036,1.739991,133.485478
1895,Female,25.999185,1.568543,102.00012199999999
1896,Female,25.934757,1.579893,102.13464599999999
1897,Female,20.327723000000002,1.782714,154.618446
1898,Female,19.472189999999998,1.793824,160.935351
1899,Female,26.0,1.659557,111.999096
1900,Female,26.0,1.65782,111.95611000000001
1901,Female,25.816445,1.684082,104.592372
1902,Female,25.498965,1.68395,104.846817
1903,Female,19.137495,1.716521,127.642324
1904,Female,20.190732999999998,1.6807619999999999,125.418548
1905,Female,26.0,1.6233030000000002,110.81746000000001
1906,Female,26.0,1.631856,110.80433700000002
1907,Female,21.840654,1.747479,136.516648
1908,Female,20.871667000000002,1.7824529999999998,137.852618
1909,Female,21.501721,1.809871,152.394739
1910,Female,21.521294,1.803677,160.639405
1911,Female,18.314593,1.745602,133.554686
1912,Female,19.529746,1.751038,133.84303300000002
1913,Female,26.0,1.6315469999999999,111.588625
1914,Female,26.0,1.635905,111.571076
1915,Female,26.0,1.616975,104.84621800000001
1916,Female,26.0,1.62788,104.92057
1917,Female,21.768153,1.76416,133.888629
1918,Female,21.238416,1.7638470000000002,133.937873
1919,Female,25.930376000000003,1.608808,102.083964
1920,Female,25.919570999999998,1.610488,102.174953
1921,Female,25.918523999999998,1.6212309999999999,104.986792
1922,Female,25.565662,1.6423919999999999,104.988082
1923,Female,18.744914,1.8019830000000001,138.034526
1924,Female,21.704698999999998,1.787614,137.85825400000002
1925,Female,20.089969,1.801478,151.417292
1926,Female,18.120739,1.8075759999999998,152.567671
1927,Female,26.0,1.650125,111.93967099999999
1928,Female,26.0,1.6526740000000002,111.919155
1929,Female,25.986185,1.663632,105.12210900000001
1930,Female,25.982113000000002,1.627818,105.428628
1931,Female,25.748627,1.66877,104.77414399999999
1932,Female,25.959772,1.642098,104.96675800000001
1933,Female,25.653233,1.65757,109.931233
1934,Female,25.783865,1.643111,109.91001200000001
1935,Female,21.412434,1.675562,121.639178
1936,Female,22.77789,1.661415,120.74821299999999
1937,Female,21.140165,1.7131330000000002,133.735889
1938,Female,21.413498,1.7199,133.886031
1939,Female,26.0,1.622701,109.98269199999999
1940,Female,26.0,1.622468,110.400847
1941,Female,26.0,1.618867,110.777391
1942,Female,26.0,1.600905,110.074946
1943,Female,21.391371,1.730636,131.902591
1944,Female,21.051982000000002,1.7297189999999998,131.877558
1945,Female,23.455303,1.677672,114.470482
1946,Female,23.69484,1.637524,113.90506
1947,Female,20.601222,1.7387169999999998,128.11416100000002
1948,Female,20.81158,1.741193,128.76384299999998
1949,Female,19.993565,1.7928330000000001,152.43563
1950,Female,20.074448999999998,1.810427,152.217135
1951,Female,18.904037,1.7435889999999998,133.28133300000002
1952,Female,19.783234,1.7479619999999998,133.93653500000002
1953,Female,24.291204999999998,1.7114599999999998,113.372851
1954,Female,25.311533999999998,1.685482,113.451224
